add_these_pw_job_title_9089,agent_city,agent_firm_name,agent_state,application_type,case_no,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,country_of_citzenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_name,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,foreign_worker_info_education_other,foreign_worker_info_inst,foreign_worker_info_major,foreign_worker_info_postal_code,foreign_worker_info_rel_occup_exp,foreign_worker_info_req_experience,foreign_worker_info_state,foreign_worker_info_training_comp,foreign_worker_ownership_interest,foreign_worker_yr_rel_edu_completed,fw_info_alt_edu_experience,fw_info_birth_country,fw_info_education_other,fw_info_postal_code,fw_info_rel_occup_exp,fw_info_req_experience,fw_info_training_comp,fw_info_yr_rel_edu_completed,fw_ownership_interest,ji_foreign_worker_live_on_premises,ji_fw_live_on_premises,ji_live_in_dom_svc_contract,ji_live_in_domestic_service,ji_offered_to_sec_j_foreign_worker,ji_offered_to_sec_j_fw,job_info_alt_cmb_ed_oth_yrs,job_info_alt_combo_ed,job_info_alt_combo_ed_exp,job_info_alt_combo_ed_other,job_info_alt_field,job_info_alt_field_name,job_info_alt_occ,job_info_alt_occ_job_title,job_info_alt_occ_num_months,job_info_combo_occupation,job_info_education,job_info_education_other,job_info_experience,job_info_experience_num_months,job_info_foreign_ed,job_info_foreign_lang_req,job_info_job_req_normal,job_info_job_title,job_info_major,job_info_training,job_info_training_field,job_info_training_num_months,job_info_work_city,job_info_work_postal_code,job_info_work_state,naics_2007_us_code,naics_2007_us_title,naics_code,naics_title,naics_us_code,naics_us_code_2007,naics_us_title,naics_us_title_2007,orig_case_no,orig_file_date,preparer_info_emp_completed,preparer_info_title,pw_amount_9089,pw_determ_date,pw_expire_date,pw_job_title_908,pw_job_title_9089,pw_level_9089,pw_soc_code,pw_soc_title,pw_source_name_9089,pw_source_name_other_9089,pw_track_num,pw_unit_of_pay_9089,rec_info_barg_rep_notified,recr_info_barg_rep_notified,recr_info_coll_teach_comp_proc,recr_info_coll_univ_teacher,recr_info_employer_rec_payment,recr_info_first_ad_start,recr_info_job_fair_from,recr_info_job_fair_to,recr_info_on_campus_recr_from,recr_info_on_campus_recr_to,recr_info_pro_org_advert_from,recr_info_pro_org_advert_to,recr_info_prof_org_advert_from,recr_info_prof_org_advert_to,recr_info_professional_occ,recr_info_radio_tv_ad_from,recr_info_radio_tv_ad_to,recr_info_second_ad_start,recr_info_sunday_newspaper,recr_info_swa_job_order_end,recr_info_swa_job_order_start,refile,ri_1st_ad_newspaper_name,ri_2nd_ad_newspaper_name,ri_2nd_ad_newspaper_or_journal,ri_campus_placement_from,ri_campus_placement_to,ri_coll_tch_basic_process,ri_coll_teach_pro_jnl,ri_coll_teach_select_date,ri_employee_referral_prog_from,ri_employee_referral_prog_to,ri_employer_web_post_from,ri_employer_web_post_to,ri_job_search_website_from,ri_job_search_website_to,ri_layoff_in_past_six_months,ri_local_ethnic_paper_from,ri_local_ethnic_paper_to,ri_posted_notice_at_worksite,ri_pvt_employment_firm_from,ri_pvt_employment_firm_to,ri_us_workers_considered,schd_a_sheepherder,us_economic_sector,wage_offer_from_9089,wage_offer_to_9089,wage_offer_unit_of_pay_9089,wage_offered_from_9089,wage_offered_to_9089,wage_offered_unit_of_pay_9089
,,,,,,A-13316-13864,11/12/2013,Certified-Expired,L-1,INDIA,,3/31/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,29000,201-290-9573,,77845,TEXAS,1994,N,INDIA,DE PERE,Bachelor's,,WEST BENGAL UNIVERSITY OF TECHNOLOGY,SCIENCE (INFORMATION TECHNOLOGY),54115,A,Y,WISCONSIN,A,N,2005,,,,,,,,,,N,,,N,Y,,3,Other,Y,3-yr post secondary education *see H.14,N,,N,,,N,Bachelor's,,Y,12,Y,N,Y,Computer Systems Analyst - II,"Comp Sci, Sci, Eng (any), Math or Bus",N,,,College Station,77845,TEXAS,,,541512,Computer Systems Design Services,,,,,,,Y,,"54,059.00",7/19/2013,6/30/2014,,"Software Developers, Applications",Level II,15-1132,"Software Developers, Applications",OES,,P10013156300156,Year,A,,,N,N,7/14/2013,,,,,,,,,Y,,,7/21/2013,Y,8/6/2013,7/2/2013,N,The Eagle,The Eagle,Y,,,,,,,,8/1/2013,8/7/2013,7/19/2013,7/28/2013,N,,,Y,7/23/2013,7/30/2013,,N,,"54,059.00",,Year,,,
,,,,,,A-13316-13954,11/12/2013,Certified-Expired,H-1B,INDIA,,3/30/2015,211 QUALITY CIRCLE,,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,29000,201-290-9573,,77845,TEXAS,1994,N,INDIA,SOMERSET,Bachelor's,,UNIVERSITY OF KERALA,ENGINEERING,8873,A,Y,NEW JERSEY,A,N,2004,,,,,,,,,,N,,,N,Y,,3,Other,Y,3-yr post secondary education *see H.14,N,,N,,,N,Bachelor's,,Y,12,Y,N,Y,Computer Systems Analyst - II,"Comp Sci, Sci, Eng (any), Math or Bus",N,,,College Station,77845,TEXAS,,,541512,Computer Systems Design Services,,,,,,,Y,,"54,059.00",7/19/2013,6/30/2014,,"Software Developers, Applications",Level II,15-1132,"Software Developers, Applications",OES,,P10013156300156,Year,A,,,N,N,7/14/2013,,,,,,,,,Y,,,7/21/2013,Y,8/6/2013,7/2/2013,N,The Eagle,The Eagle,Y,,,,,,,,8/1/2013,8/7/2013,7/19/2013,7/28/2013,N,,,Y,7/23/2013,7/30/2013,,N,,"54,059.00",,Year,,,
,,,,,,A-06045-86593,3/6/2015,Certified,H-1B,CANADA,,9/23/2015,INTERNATIONAL PROGRAMS - GLOBAL SERVICES,"BRYAN HALL 108, WASHINGTON STATE UNIVERSITY, PO BOX 645110",PULLMAN,UNITED STATES OF AMERICA,"Associate Director, Int'l Scholar Services",WASHINGTON STATE UNIVERSITY,5600,509-335-1348,,99164-5110,WASHINGTON,1890,A,CANADA,PULLMAN,Doctorate,,UNIVERSITY OF BRITISH COLUMBIA,PSYCHOLOGY,99163,A,A,WASHINGTON,Y,N,2012,,,,,,,,,,N,,,N,Y,,0,Other,Y,MD or DVM,N,,N,,,N,Doctorate,,N,,Y,N,Y,Assistant Professor,Neuroscience or the biological science field,Y,Post-doctoral training in degree area,24,Pullman,99164,WASHINGTON,,,611310,"Colleges, Universities, and Professional Schools",,,,,,,Y,,"70,530.00",2/11/2015,6/30/2015,,"Health Specialties Teachers, Postsecondary",Level I,25-1071,"Health Specialties Teachers, Postsecondary",OES,,P10014357758694,Year,A,,Y,Y,N,,,,,,,,,,N,,,,,,,N,,,,,,N,"Science, 1/18/2013, vol 339 edition",4/7/2014,,,,,,,N,,,Y,,,,N,,"101,600.00",,Year,,,
,BIRMINGHAM,"FOLEY & MAHMOOD, P.C",ALABAMA,,,A-06198-39282,6/21/2006,Denied,,PAKISTAN,,8/28/2015,2963 HIGHWAY 150,,HOOVER,UNITED STATES OF AMERICA,VP,FUEL SOUTH LLC,3,205-987-3883,,35244,ALABAMA,2005,A,PAKISTAN,BIRMINGHAM,High School,,,,35244,A,Y,ALABAMA,A,N,1999,,,,,,,,,,N,,N,N,Y,,,,N,,N,,N,,,N,High School,,Y,24,Y,N,Y,DAY MANAGER,,N,,,HOOVER,35244,ALABAMA,,,55,Management of Companies and Enterprises,,,,,,,Y,,19.08,11/8/2005,11/8/2006,,NIGHT MANAGER,Level IV,41-1011.00,First-Line Supervisors/Managers of Retail Sales Workers,SCA,,,Hour,A,,N,N,N,1/1/2006,,,,,,,,,N,,,1/8/2006,Y,1/28/2006,12/28/2005,N,THE BIRMINGHAM NEWS,THE BIRMINGHAM NEWS,Y,,,N,,,,,,,,,N,,,Y,,,,N,,19.08,,Hour,,,
,Duluth,"Kang C Lee, PC",GEORGIA,,,A-10152-01361,7/8/2010,Denied,F-1,SOUTH KOREA,,9/16/2015,2111 LOWES DRIVE,,CLARKSVILLE,UNITED STATES OF AMERICA,President,DREAM ENTERPRISES INC D/B/A HANANOKI,45,931-647-0999,,37040,TENNESSEE,2006,A,SOUTH KOREA,FRANKLIN,None,,,,37067,A,Y,TENNESSEE,A,N,,,,,,,,,,,N,,,N,Y,,,,N,,N,,N,,,N,None,,Y,24,N,N,Y,Japanese Food Chef,,N,,,Clarksville,37040,TENNESSEE,,,722110,Full-Service Restaurants,,,,,,,N,Immigration Attorney,"31,221.00",5/17/2010,8/15/2010,,Chefs and Head Cooks,Level III,35-1011.00,Chefs and Head Cooks,OES,,P10010081397555,Year,A,,,N,N,3/28/2010,,,,,,,,,N,,,4/4/2010,Y,4/26/2010,3/26/2010,N,The Leaf-Chronicle,The Leaf-Chronicle,Y,,,,,,,,,,,,N,,,Y,,,,N,,"31,221.00",,Year,,,
,,,,,,A-06229-50751,3/6/2015,Certified,H-1B,TURKEY,,9/23/2015,INTERNATIONAL PROGRAMS - GLOBAL SERVICES,"BRYAN HALL 108, WASHINGTON STATE UNIVERSITY, PO BOX 645110",PULLMAN,UNITED STATES OF AMERICA,"Associate Director, Int'l Scholar Services",WASHINGTON STATE UNIVERSITY,5600,509-335-1348,,99164-5110,WASHINGTON,1890,A,TURKEY,PULLMAN,Doctorate,,CARNEGIE MELLON UNIVERSITY,MECHANICAL ENGINEERING,99163,A,A,WASHINGTON,A,N,2012,,,,,,,,,,N,,,N,Y,,,,N,,N,,N,,,N,Doctorate,,N,,Y,N,Y,Assistant Professor,Mechanical or materials engineering or a closely related field,N,,,Pullman,99164,WASHINGTON,,,611310,"Colleges, Universities, and Professional Schools",,,,,,,Y,,"45,220.00",2/10/2015,6/30/2015,,"Engineering Teachers, Postsecondary",Level I,25-1032,"Engineering Teachers, Postsecondary",OES,,P10014356004407,Year,A,,Y,Y,N,,,,,,,,,,N,,,,,,,N,,,,,,N,"ASEE Prism Magazine, November 2013 issue",3/10/2014,,,,,,,N,,,Y,,,,N,,"81,187.00",,Year,,,
,Houston,"Law Office of Manuel E. Solis, P.C.",TEXAS,,,A-07023-03118,1/9/2015,Certified,,CHINA,,7/31/2015,1504 SAN JACINTO MALL,,BAYTOWN,UNITED STATES OF AMERICA,President,ASIAN GRILL BAYTOWN,6,2814210838,,77521,TEXAS,2003,A,CHINA,TAISHAN,None,,,,,A,A,,A,N,,,,,,,,,,,N,,,N,Y,,,,N,,N,,N,,,N,None,,N,,N,N,Y,cook,,N,,,Baytown,77521,TEXAS,,,722110,Full-Service Restaurants,,,,,,,N,Attorney at Law,"18,990.00",10/31/2014,6/30/2015,,cook,Level II,35-2014,"Cooks, Restaurant",OES,,P10014254732820,Year,A,,,N,N,11/16/2014,,,,,,,,,N,,,11/23/2014,Y,12/6/2014,11/6/2014,N,Houston Chronicle,Houston Chronicle,Y,,,,,,,,,,,,N,,,Y,,,,N,,"18,990.00",,Year,,,
,,,,,,A-07194-56310,3/9/2015,Certified,H-1B,SOUTH KOREA,,9/23/2015,INTERNATIONAL PROGRAMS - GLOBAL SERVICES,"BRYAN HALL 108, WASHINGTON STATE UNIVERSITY, PO BOX 645110",PULLMAN,UNITED STATES OF AMERICA,"Associate Director, Int'l Scholar Services",WASHINGTON STATE UNIVERSITY,5600,509-335-1348,,99164-5110,WASHINGTON,1890,A,SOUTH KOREA,PULLMAN,Doctorate,,GEORGIA INSTITUTE OF TECHNOLOGY,MATERIALS SCIENCE & ENGINEERING,99164,A,A,WASHINGTON,A,N,2011,,,,,,,,,,N,,,N,Y,,,,N,,N,,N,,,N,Doctorate,,N,,Y,N,Y,Assistant Professor,Mechanical or materials engineering or a closely related field,N,,,Pullman,99164,WASHINGTON,,,611310,"Colleges, Universities, and Professional Schools",,,,,,,Y,,"45,220.00",2/10/2015,6/30/2015,,"Engineering Teachers, Postsecondary",Level I,25-1032,"Engineering Teachers, Postsecondary",OES,,P10014356576821,Year,A,,Y,Y,N,,,,,,,,,,N,,,,,,,N,,,,,,N,"Materials Research Society Bulletin,Oct.2013 issue",4/3/2014,,,,,,,N,,,Y,,,,N,,"81,187.00",,Year,,,
,DEL MAR,"LAW OFFICE OF KEVIN M TRACY AND N. COUNTY LEGALIZATION SERVICES, INC.",CALIFORNIA,,,A-08261-88260,6/30/2008,Denied,,MEXICO,,4/13/2015,12012 RIVERSIDE DR,10750 VALLE VISTA ROAD,LAKESIDE,UNITED STATES OF AMERICA,OWNER,"SOUTH COAST POOL PLASTERERS, INC",40,619-561-4898,,92040,CALIFORNIA,1992,A,MEXICO,ORANGE,None,,,,92869,A,Y,CALIFORNIA,A,N,,,,,,,,,,,N,,A,N,Y,,,,N,,N,,N,,,N,None,,Y,24,Y,N,Y,POOL PLASTERER,,N,,,LAKESIDE,92040,CALIFORNIA,,,238990,All Other Specialty Trade Contractors,,,,,,,N,IMMIGRATION PROCESSOR FOR LAW OFFICE KEVIN TRACY,24.31,3/13/2008,7/1/2008,,Plasterers and Stucco Masons,Level IV,47-2161.00,Plasterers and Stucco Masons,OES,,,Hour,A,,,N,N,3/30/2008,,,,,,,,,N,,,4/6/2008,Y,4/21/2008,3/19/2008,N,SAN DIEGO  UNION TRIBUNE,San Diego Union Tribune,Y,,,,,,,,,,,,N,,,Y,,,,N,,24.31,,Hour,,,
,East Setauket,Law Office of Sheldon B. Rothbell,NEW YORK,,,A-08365-17207,12/16/2008,Denied,B-2,MEXICO,,5/18/2015,667 HUNTS POINT AVENUE,,BRONX,UNITED STATES OF AMERICA,President,"EUROPEAN BEAUTY CONCEPTS, LTD",43,(718) 861-8383,,10474,NEW YORK,1999,A,MEXICO,SANTILLO,Other,FRESHMAN YEAR OF COLLEGE,LA UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS LOMAS VERDES,,25280,A,Y,NEW YORK,A,N,1993,,,,,,,,,,N,,A,N,Y,,,,N,,N,,N,,,N,None,,Y,60,N,N,Y,"Sales Representatives, Wholesale",,N,,,Bronx,10474-6505,NEW YORK,,,424210,Drugs and Druggists' Sundries Merchant Wholesalers,,,,,,,N,Attorney,"4,362.00",7/24/2008,6/30/2009,,"Sales Representatives, Wholesale",Level IV,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",OES,,P200807665,Hour,A,,,N,N,8/17/2008,,,,,,,,,N,,,8/24/2008,Y,9/7/2008,8/7/2008,N,New York Daily News,New York Daily  News,Y,,,,,,,,,,,,N,,,Y,,,A,N,,"4,362.00",,Hour,,,
,Chicago,Law Offices of Donald E. Puchalski,ILLINOIS,,,A-08364-17012,12/29/2008,Denied,EWI,MEXICO,,12/23/2014,630 EAST GREEN STREET,,BENSENVILLE,UNITED STATES OF AMERICA,President,"ALU-BRA FOUNDRY, INC.",67,(630) 766-3112,,60106,ILLINOIS,1957,A,MEXICO,FRANKLIN PARK,None,,,,60131,A,Y,ILLINOIS,A,N,,,,,,,,,,,N,,,N,Y,,,,N,,N,,Y,Molder Assistant,24,N,None,,Y,24,N,N,Y,Molder,,N,,,Bensenville,60106,ILLINOIS,,,3315,Foundries,,,,,,,N,Attorney,"18,138.00",8/4/2008,6/30/2009,,Molder,Level I,51-9195.07,Molding and Casting Workers,OES,,,Year,A,,,N,N,8/31/2008,,,,,,,,,N,,,9/7/2008,Y,9/11/2008,8/11/2008,N,Chicago Tribune Newspaper,Chicago Tribune Newspaper,Y,,,,,,,,,,,,N,,,Y,,,,N,,"18,138.00","18,138.00",Year,,,
,Carrollton,"Kareneva Law Firm, PLLC",TEXAS,,,A-09026-23390,1/26/2009,Denied,,MEXICO,,4/13/2015,P O BOX 262,,WHITEHOUSE,UNITED STATES OF AMERICA,Comptroller,"MORRIS DRYWALL SYSTEMS, INC.",127,903-839-6500,,75791,TEXAS,1979,A,MEXICO,ATHENS,None,,,,75751,A,Y,TEXAS,A,N,,,,,,,,,,,N,,,N,Y,,,,N,,N,,N,,,N,None,,N,,N,N,Y,Drywall Installer's Helper,,N,,,Whitehouse,75791,TEXAS,,,238310,Drywall and Insulation Contractors,,,,,,,N,Attorney,"17,202.00",10/13/2008,6/30/2009,,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Level II,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",OES,,CBX080347,Year,A,,,N,N,11/23/2008,,,,,,,,,N,,,11/30/2008,Y,12/6/2008,11/6/2008,N,Tyler Morning Telegraph,Tyler Morning Telegraph,Y,,,,,,,,,,,,N,,,Y,,,,N,,"17,202.00",,Year,,,
,San Francisco,Simmons & Ungar LLP,CALIFORNIA,,,A-09020-22059,1/20/2009,Denied,H-1B,INDIA,,10/15/2014,"6100 TENNYSON PKWY, SUITE 200",,PLANO,UNITED STATES OF AMERICA,Executive - HRD,INFOSYS TECHNOLOGIES LIMITED,91000,(469) 229-9489,,75024,TEXAS,1981,A,INDIA,PLYMOUTH,Bachelor's,,MANJARA CHARITABLE TRUST'S COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,55442,Y,Y,MINNESOTA,A,N,1997,,,,,,,,,,N,,,N,Y,,2,Other,Y,Will accept 3 year post-secondary degree and 2 yrs of experience or any suitable combination of trai,Y,"Math, Business, Commerce or related field",Y,"Project Manager, Software Engineer, Programmer/Analyst, IT Consultant/Professional, Systems Engineer",24,N,Bachelor's,,Y,24,Y,N,Y,Systems Analyst,"Computer Science, Engineering",N,,,Fremont,94555,CALIFORNIA,,,541511,Custom Computer Programming Services,,,,,,,Y,,"55,661.00",10/8/2008,7/1/2009,,Systems Analyst,Level I,15-1051.00,Computer Systems Analysts,OES,,,Year,A,,,N,N,8/31/2008,,,,,10/6/2008,10/6/2008,,,Y,,,9/7/2008,Y,9/29/2008,8/27/2008,N,San Francisco Chronicle,San Francisco Chronicle,Y,,,,,,8/1/2008,11/1/2008,,,8/31/2008,9/13/2008,N,,,Y,,,,N,,"55,661.00","90,000.00",Year,,,
,Boston,"Kaplan, O'Sullivan & Friedman, LLP",MASSACHUSETTS,,,A-09020-21853,1/26/2009,Certified-Expired,H-1B,INDIA,,11/17/2014,100 CITY SQUARE,,BOSTON,UNITED STATES OF AMERICA,Team Lead - Human Resources,"KEANE, INC.",12500,617 517 1483,,2129,MASSACHUSETTS,1965,Y,INDIA,CARTERET,Master's,,BHARATHIAR UNIVERSITY,COMPUTER APPLICATIONS,7008,Y,Y,NEW JERSEY,A,N,1997,,,,,,,,,,N,,,N,Y,,3,Master's,Y,,N,,Y,Applications development using Java/J2EE technologies,60,N,Bachelor's,,Y,60,Y,N,Y,Senior Systems Analyst,"Computer Science, Engineering, Mathematics, Computer Applications, or related",N,,,Boston,2129,MASSACHUSETTS,,,541511,Custom Computer Programming Services,,,,,,,N,Attorney,"96,013.00",7/24/2008,6/30/2009,,"Computer Software Engineers, Applications",Level III,15-1031.00,"Computer Software Engineers, Applications",OES,,26947,Year,A,,,N,N,8/10/2008,,,,,,,,,Y,,,8/17/2008,Y,9/2/2008,8/1/2008,N,Boston Herald,Boston Herald,Y,,,,,,8/8/2008,8/18/2008,8/8/2008,8/18/2008,8/8/2008,8/18/2008,Y,,,Y,,,Y,N,,"96,013.00","120,000.00",Year,,,
,,,,,,A-07194-56513,12/17/2014,Certified,H-1B,INDIA,,6/19/2015,INTERNATIONAL PROGRAMS - GLOBAL SERVICES,"BRYAN HALL 108, WASHINGTON STATE UNIVERSITY, PO BOX 645110",PULLMAN,UNITED STATES OF AMERICA,Immigration Compliance Specialist,WASHINGTON STATE UNIVERSITY,5600,509-335-1348,,99164-5110,WASHINGTON,1890,A,INDIA,PULLMAN,Doctorate,,UNIVERSITY OF MICHIGAN,BUSINESS INFORMATION TECHNOLOGY,99163,A,A,WASHINGTON,A,N,2012,,,,,,,,,,N,,,N,Y,,,,N,,Y,Information Technology or a closely related field,N,,,N,Doctorate,,N,,Y,N,Y,Assistant Professor,Information Technology or a closely related field,N,,,Pullman,99164,WASHINGTON,,,611310,"Colleges, Universities, and Professional Schools",,,,,,,Y,,"64,350.00",10/28/2014,6/30/2015,,"Business Teachers, Postsecondary",Level II,25-1011,"Business Teachers, Postsecondary",OES,,P10014252915233,Year,A,,Y,Y,N,,,,,,,,,,N,,,,,,,N,,,,,,N,"Chronicle of Higher Education, 8/7/2013 issue",10/31/2013,,,,,,,N,,,Y,,,,N,,"125,000.00",,Year,,,
,,,,,,A-07194-56514,10/9/2014,Certified-Expired,H-1B,CANADA,,3/3/2015,INTERNATIONAL PROGRAMS - GLOBAL SERVICES,"BRYAN HALL 108, WASHINGTON STATE UNIVERSITY, PO BOX 645110",PULLMAN,UNITED STATES OF AMERICA,Immigration Compliance Specialist,WASHINGTON STATE UNIVERSITY,5600,509-335-1348,,99164-5110,WASHINGTON,1890,A,CANADA,PULLMAN,Doctorate,,UNIVERSITY OF OXFORD,PHYSICS,99163,A,Y,WASHINGTON,A,N,2004,,,,,,,,,,N,,,N,Y,,,,N,,Y,Physics/Materials Science or a related discipline,N,,,N,Doctorate,,Y,84,Y,N,Y,Associate Professor,Physics/Materials Science,N,,,Pullman,99164,WASHINGTON,,,611310,"Colleges, Universities, and Professional Schools",,,,,,,Y,,"73,390.00",9/22/2014,6/30/2015,,"Physics Teachers, Postsecondary",Level III,25-1054,"Physics Teachers, Postsecondary",OES,,P10014226981120,Year,A,,Y,Y,N,,,,,,,,,,N,,,,,,,N,,,,,,N,"Chronicle of Higher Ed, in print, 10/25/2013 issue",6/11/2014,,,,,,,N,,,Y,,,,N,,"105,300.00",,Year,,,
,,,,,,A-07206-60089,8/18/2014,Certified-Expired,H-1B,CANADA,,1/2/2015,INTERNATIONAL PROGRAMS - GLOBAL SERVICES,"BRYAN HALL 108, WASHINGTON STATE UNIVERSITY, PO BOX 645110",PULLMAN,UNITED STATES OF AMERICA,Immigration Compliance Specialist,WASHINGTON STATE UNIVERSITY,5600,509-335-1348,,99164-5110,WASHINGTON,1890,A,CANADA,WENATCHEE,Doctorate,,UNIVERSITY OF BRITISH COLUMBIA,FORESTRY,98801,A,A,WASHINGTON,A,N,2013,,,,,,,,,,N,,,N,Y,,,,N,,N,,N,,,N,Doctorate,,N,,Y,N,Y,Assistant Professor,Horticulture or a related plant science,N,,,Wenatchee,98801,WASHINGTON,,,611310,"Colleges, Universities, and Professional Schools",,,,,,,Y,,"69,113.00",7/1/2014,6/30/2015,,"Biological Science Teachers, Postsecondary",Level II,25-1042,"Biological Science Teachers, Postsecondary",OES,,P10014030461599,Year,A,,Y,Y,N,,,,,,,,,,N,,,,,,,N,,,,,,N,"Chronicle of Higher Education, 2/22/2013 issue",11/4/2013,,,,,,,N,,,Y,,,,N,,"88,400.00",,Year,,,
,Miami,"Law Firm of John M MacDaniel, P.A.",FLORIDA,,,A-07247-71892,9/4/2007,Denied,H-1B,PERU,,4/13/2015,207 GRANDVIEW DR,,FT. MITCHELL,UNITED STATES OF AMERICA,General Manager,COLUMBIA SUSSEX CORPORATION,2000,8595781100,,41017,KENTUCKY,1970,A,PERU,JACKSONVILLE,Bachelor's,,SAN IGNACIO DE LOYOLA UNIVERSITY,HOTEL MANAGEMENT,32256,A,Y,FLORIDA,A,N,2001,,,,,,,,,,N,,,N,Y,,,,N,,N,,N,,,N,Bachelor's,,Y,12,Y,N,Y,Executive Housekeeping Manager,Hotel Management,N,,,Jacksonville,32256,FLORIDA,,,721110,Hotels (except Casino Hotels) and Motels,,,,,,,N,Attorney,"23,109.00",6/14/2007,9/14/2007,,Housekeeping Supervisors,Level I,37-1011.01,Housekeeping Supervisors,OES,,,Year,A,,,N,N,6/17/2007,,,,,,,,,Y,,,6/24/2007,Y,7/14/2007,6/12/2007,N,The Times-Union,The Times-Union,Y,,,,,,,,6/14/2007,7/14/2007,6/12/2007,7/12/2007,N,6/20/2007,6/20/2007,Y,,,,N,,"33,800.00",,Year,,,
,New York,"ISHAR LAW FIRM, PC",NEW YORK,,,A-08007-10748,2/26/2015,Certified,H-1B,SOUTH KOREA,,9/4/2015,22 WEST 34TH STREET,3RD FLOOR,NEW YORK,UNITED STATES OF AMERICA,HR Administrator,"ZONI LANGUAGE CENTER, INC",175,212-736-4153,163,10001,NEW YORK,1993,A,SOUTH KOREA,ELMHURST,Bachelor's,,HUNTER COLLEGE,ENGLISH,11373,A,A,NEW YORK,A,N,2009,,,,,,,,,,N,,,N,Y,,,,N,,N,,N,,,N,Bachelor's,,N,,Y,Y,Y,International Student Counselor,English or Language Arts,N,,,New York,10001,NEW YORK,,,611630,Language Schools,,,,,,,N,ATTORNEY AT LAW,"81,994.00",7/17/2014,6/30/2015,,"Educational, Guidance, School, and Vocational Counselors",Level IV,21-1012,"Educational, Guidance, School, and Vocational Counselors",OES,,P10014160145970,Year,A,,,N,N,9/28/2014,,,,,,,,,Y,,,10/5/2014,Y,10/4/2014,9/4/2014,N,Daily News,Daily News,Y,,,,,,,,9/26/2014,10/27/2014,9/28/2014,10/27/2014,N,9/25/2014,9/25/2014,Y,,,,N,,"81,994.00",,Year,,,
,Boston,Seyfarth Shaw LLP,MASSACHUSETTS,,,A-08017-14575,1/25/2008,Denied,H-1B,INDIA,,6/22/2015,695 ATLANTIC AVENUE,,BOSTON,UNITED STATES OF AMERICA,Human Resources Director,SHARED TECHNOLOGY SERVICES GROUP,200,617-720-1620,,2111,MASSACHUSETTS,2004,N,INDIA,WEYMOUTH,None,,,,2189,Y,N,MASSACHUSETTS,A,N,,,,,,,,,,,N,,,N,Y,,3,Bachelor's,Y,,N,,Y,developing C/S JAVA based P&C Insurance Applications,60,N,None,,Y,60,Y,N,Y,"Systems Analyst, Application Development Group",,N,,,Boston,2111,MASSACHUSETTS,,,541511,Custom Computer Programming Services,,,,,,,N,Attorney,"77,834.00",10/29/2007,6/30/2008,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,22006,Year,A,,,N,N,10/7/2007,,,,,,,,,Y,,,10/14/2007,Y,11/16/2007,10/16/2007,N,Boston Herald,Boston Herald,Y,,,,,,10/4/2007,11/16/2007,10/4/2007,11/16/2007,10/16/2007,11/16/2007,N,,,Y,,,,N,,"105,000.00",,Year,,,
,,,,,,A-13191-78967,7/10/2013,Denied,B-2,PHILIPPINES,,4/6/2015,1450 BANK PLACE,,INDIANAPOLIS,UNITED STATES OF AMERICA,OWNER,DANIEL J. RIESBERG,1,3177094923,,46231,INDIANA,2013,A,PHILIPPINES,INDIANAPOLIS,None,,,,,A,Y,INDIANA,A,Y,,,,,,,,,,,Y,,Y,Y,Y,,,,N,,N,,N,,,N,None,,Y,12,N,N,N,DOMESTIC HELPER,,N,,,INDIANAPOLIS,46231,INDIANA,,,814,Private Households,,,,,,,Y,,8.11,7/1/2012,6/30/2013,,Domestic Helper,Level I,37-2012,Maids and Housekeeping Cleaners,OES,,,Hour,A,,,N,N,3/24/2013,,,,,,,,,N,,,3/31/2013,Y,6/30/2013,7/1/2012,N,INDIANAPOLIS STAR,INDIANAPOLIS STAR,Y,,,,,,,,,,,,N,,,Y,,,,N,,8.11,,Hour,,,
